Dataset ID,Band ID,Spatiotemporal Aggregation Function,Pixel Value Transform,Notes,GEE link,Description,Historical Range,Seasonal Range,Spatial Range,Valid Years
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature," julian_max(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp annual maximum,0 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature,"julian_max(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp annual maximum,0 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature,"years_mean(-10, 0; julian_max(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp annual maximum,10 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature,"years_mean(-30, 0; julian_max(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp annual maximum,30 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature," julian_mean(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp annual minimum,0 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature,"julian_min(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp annual minimum,0 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature,"years_mean(-10, 0; julian_mean(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp annual minimum,10 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature," julian_mean(121, 273)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp may-sept average,0 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature,"julian_mean(121, 273)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp may-sept average,0 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature,"years_mean(-10, 0; julian_max(121, 273))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp may-sept average,10 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature,"years_mean(-10, 0; julian_mean(121, 273))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp may-sept average,10 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature,"years_mean(-30, 0; julian_mean(121, 273))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp may-sept average,30 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature," julian_max(121, 273)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp may-sept maximum,0 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature,"julian_max(121, 273)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp may-sept maximum,0 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature,"years_mean(-30, 0; julian_max(121, 273))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp may-sept maximum,30 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature," julian_min(121, 273)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp may-sept minimum,0 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature,"julian_min(121, 273)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp may-sept minimum,0 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature,"years_mean(-10, 0; julian_min(121, 273))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp may-sept minimum,10 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,minimum_2m_air_temperature,"years_mean(-30, 0; julian_min(121, 273))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,min temp may-sept minimum,30 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"julian_mean(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip annual average,0 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"years_mean(-30, 0; julian_mean(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip annual average,30 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,total_precipitation," julian_max(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip annual maximum,0 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"julian_max(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip annual maximum,0 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"years_mean(-10, 0; julian_max(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip annual maximum,10 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"years_mean(-30, 0; julian_max(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip annual maximum,30 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,total_precipitation," julian_mean(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip annual minimum,0 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,total_precipitation," julian_min(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip annual minimum,0 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"years_mean(-10, 0; julian_mean(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip annual minimum,10 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"years_mean(-10, 0; julian_min(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip annual minimum,10 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"years_mean(-30, 0; julian_min(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip annual minimum,30 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"julian_min(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip annual minimum ,0 years prior,1-365,0,
ECMWF/ERA5/MONTHLY,total_precipitation," julian_mean(121, 273)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip may-sept average,0 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"julian_mean(121, 273)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip may-sept average,0 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"julian_min(121, 273)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip may-sept average,0 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"years_mean(-10, 0; julian_max(121, 273))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip may-sept average,10 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"years_mean(-10, 0; julian_mean(121, 273))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip may-sept average,10 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"years_mean(-30, 0; julian_mean(121, 273))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip may-sept average,30 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,total_precipitation," julian_max(121, 273)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip may-sept maximum,0 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"julian_max(121, 273)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip may-sept maximum,0 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"years_mean(-30, 0; julian_max(121, 273))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip may-sept maximum,30 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,total_precipitation," julian_min(121, 273)",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip may-sept minimum,0 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"years_mean(-10, 0; julian_min(121, 273))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip may-sept minimum,10 years prior,121-273,0,
ECMWF/ERA5/MONTHLY,total_precipitation,"years_mean(-30, 0; julian_min(121, 273))",,,https://developers.google.com/earth-engine/datasets/catalog/ECMWF_ERA5_MONTHLY,precip may-sept minimum,30 years prior,121-273,0,
JRC/GSW1_4/MonthlyHistory,water,"julian_mean(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/JRC_GSW1_4_MonthlyHistory,Annual mean: Monthly information,0 years prior,1-365,0,
JRC/GSW1_4/MonthlyHistory,water,"spatial_mean(1000; julian_mean(1, 365) )",,,https://developers.google.com/earth-engine/datasets/catalog/JRC_GSW1_4_MonthlyHistory,Annual mean: Monthly information,0 years prior,1-365,1000,
JRC/GSW1_4/MonthlyHistory,water,"spatial_mean(10000; julian_mean(1, 365) )",,,https://developers.google.com/earth-engine/datasets/catalog/JRC_GSW1_4_MonthlyHistory,Annual mean: Monthly information,0 years prior,1-365,10000,
JRC/GSW1_4/MonthlyHistory,water,"julian_sd(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/JRC_GSW1_4_MonthlyHistory,Annual stdev: Monthly information,0 years prior,1-365,0,
JRC/GSW1_4/MonthlyHistory,water,"spatial_mean(1000; julian_sd(1, 365) )",,,https://developers.google.com/earth-engine/datasets/catalog/JRC_GSW1_4_MonthlyHistory,Annual stdev: Monthly information,0 years prior,1-365,1000,
JRC/GSW1_4/MonthlyHistory,water,"spatial_mean(10000; julian_sd(1, 365) )",,,https://developers.google.com/earth-engine/datasets/catalog/JRC_GSW1_4_MonthlyHistory,Annual stdev: Monthly information,0 years prior,1-365,10000,
LANDSAT/LE7_L1T_8DAY_NDVI,NDVI,"spatial_mean(1000;julian_max(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C01_T1_8DAY_NDVI,NDVI annual max,0 years prior,1-365,1000,
LANDSAT/LE7_L1T_8DAY_NDVI,NDVI,"spatial_mean(10000;julian_max(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C01_T1_8DAY_NDVI,NDVI annual max,0 years prior,1-365,10000,
LANDSAT/LE7_L1T_8DAY_NDVI,NDVI,"spatial_mean(1000;julian_min(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C01_T1_8DAY_NDVI,NDVI annual min,0 years prior,1-365,1000,
LANDSAT/LE7_L1T_8DAY_NDVI,NDVI,"spatial_mean(10000;julian_min(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C01_T1_8DAY_NDVI,NDVI annual min,0 years prior,1-365,10000,
LANDSAT/LE7_L1T_8DAY_NDVI,NDVI,"spatial_mean(1000;julian_sd(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C01_T1_8DAY_NDVI,NDVI annual stdev,0 years prior,1-365,1000,
LANDSAT/LE7_L1T_8DAY_NDVI,NDVI,"spatial_mean(10000;julian_sd(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C01_T1_8DAY_NDVI,NDVI annual stdev,0 years prior,1-365,10000,
LANDSAT/LE7_L1T_8DAY_NDVI,NDVI,"spatial_mean(1000;julian_mean(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C01_T1_8DAY_NDVI,NDVI mean,0 years prior,1-365,1000,
LANDSAT/LE7_L1T_8DAY_NDVI,NDVI,"spatial_mean(10000;julian_mean(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C01_T1_8DAY_NDVI,NDVI mean,0 years prior,1-365,10000,
MODIS/006/MCD12Q2,Dormancy_1,spatial_mean(1000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Dormancy Day of Year,0 years prior,year,1000,
MODIS/006/MCD12Q2,Dormancy_1,spatial_mean(10000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Dormancy Day of Year,0 years prior,year,10000,
MODIS/006/MCD12Q2,Dormancy_1,spatial_mean(500),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Dormancy Day of Year,0 years prior,year,500,
MODIS/006/MCD12Q2,EVI_Amplitude_1,spatial_mean(1000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,EVI Amplitude (Max greenness),0 years prior,year,1000,
MODIS/006/MCD12Q2,EVI_Amplitude_1,spatial_mean(10000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,EVI Amplitude (Max greenness),0 years prior,year,10000,
MODIS/006/MCD12Q2,EVI_Amplitude_1,spatial_mean(500),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,EVI Amplitude (Max greenness),0 years prior,year,500,
MODIS/006/MCD12Q2,EVI_Area_1,spatial_mean(1000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,EVI Area (Total productivity),0 years prior,year,1000,
MODIS/006/MCD12Q2,EVI_Area_1,spatial_mean(10000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,EVI Area (Total productivity),0 years prior,year,10000,
MODIS/006/MCD12Q2,EVI_Area_1,spatial_mean(500),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,EVI Area (Total productivity),0 years prior,year,500,
MODIS/006/MCD12Q2,Greenup_1,spatial_mean(1000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Greenup Day of Year,0 years prior,year,1000,
MODIS/006/MCD12Q2,Greenup_1,spatial_mean(10000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Greenup Day of Year,0 years prior,year,10000,
MODIS/006/MCD12Q2,Greenup_1,spatial_mean(500),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Greenup Day of Year,0 years prior,year,500,
MODIS/006/MCD12Q2,Maturity_1,spatial_mean(1000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Maturity Day of Year,0 years prior,year,1000,
MODIS/006/MCD12Q2,Maturity_1,spatial_mean(10000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Maturity Day of Year,0 years prior,year,10000,
MODIS/006/MCD12Q2,Maturity_1,spatial_mean(500),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Maturity Day of Year,0 years prior,year,500,
MODIS/006/MCD12Q2,MidGreendown_1,spatial_mean(1000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,MidGreendown Day of Year,0 years prior,year,1000,
MODIS/006/MCD12Q2,MidGreendown_1,spatial_mean(10000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,MidGreendown Day of Year,0 years prior,year,10000,
MODIS/006/MCD12Q2,MidGreendown_1,spatial_mean(500),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,MidGreendown Day of Year,0 years prior,year,500,
MODIS/006/MCD12Q2,MidGreenup_1,spatial_mean(1000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,MidGreenup Day of Year,0 years prior,year,1000,
MODIS/006/MCD12Q2,MidGreenup_1,spatial_mean(10000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,MidGreenup Day of Year,0 years prior,year,10000,
MODIS/006/MCD12Q2,MidGreenup_1,spatial_mean(500),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,MidGreenup Day of Year,0 years prior,year,500,
MODIS/006/MCD12Q2,Peak_1,spatial_mean(1000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Peak Day of Year,0 years prior,year,1000,
MODIS/006/MCD12Q2,Peak_1,spatial_mean(10000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Peak Day of Year,0 years prior,year,10000,
MODIS/006/MCD12Q2,Peak_1,spatial_mean(500),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Peak Day of Year,0 years prior,year,500,
MODIS/006/MCD12Q2,Senescence_1,spatial_mean(1000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Senescence Day of Year,0 years prior,year,1000,
MODIS/006/MCD12Q2,Senescence_1,spatial_mean(10000),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Senescence Day of Year,0 years prior,year,10000,
MODIS/006/MCD12Q2,Senescence_1,spatial_mean(500),,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2,Senescence Day of Year,0 years prior,year,500,
MODIS/006/MOD15A2H,Fpar_500m,"julian_mean(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD15A2H#bands,FPAR mean,0 years prior,1-365,0,
MODIS/006/MOD15A2H,Fpar_500m,"spatial_mean(1000;julian_mean(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD15A2H#bands,FPAR mean,0 years prior,1-365,1000,
MODIS/006/MOD15A2H,Lai_500m,"spatial_mean(1000;julian_max(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD15A2H#bands,Leaf Area Index max,0 years prior,1-365,1000,
MODIS/006/MOD15A2H,Lai_500m,"julian_max(1, 365",,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD15A2H#bands,Leaf Area Index maximum,0 years prior,1-365,0,
MODIS/006/MOD15A2H,Lai_500m,"julian_mean(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD15A2H#bands,Leaf Area Index mean,0 years prior,1-365,0,
MODIS/006/MOD15A2H,Lai_500m,"spatial_mean(1000;julian_mean(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD15A2H#bands,Leaf Area Index mean,0 years prior,1-365,1000,
MODIS/006/MOD15A2H,Lai_500m,"julian_min(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD15A2H#bands,Leaf Area Index min,0 years prior,1-365,0,
MODIS/006/MOD15A2H,Lai_500m,"spatial_mean(1000;julian_min(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD15A2H#bands,Leaf Area Index min,0 years prior,1-365,1000,
MODIS/006/MOD15A2H,Lai_500m,"julian_sd(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD15A2H#bands,Leaf Area Index std dev,0 years prior,1-365,0,
MODIS/006/MOD15A2H,Lai_500m,"spatial_mean(1000;julian_sd(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD15A2H#bands,Leaf Area Index std dev,0 years prior,1-365,1000,
MODIS/061/MOD10A1,NDSI_Snow_Cover,"julian_mean(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD10A1,snow cover,0 years prior,1-365,0,
MODIS/061/MOD10A1,NDSI_Snow_Cover,"spatial_mean(10000;julian_mean(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD10A1,snow cover,0 years prior,1-365,10000,
NOAA/DMSP-OLS/NIGHTTIME_LIGHTS,stable_lights,"spatial_mean(1000;julian_mean(1, 365))",,,https://developers.google.com/earth-engine/datasets/catalog/NOAA_DMSP-OLS_NIGHTTIME_LIGHTS,Stable artificial light measure,0 years prior,1-365,1000,
NOAA/DMSP-OLS/NIGHTTIME_LIGHTS,stable_lights,"spatial_mean(10000;julian_mean(1, 365)",,,https://developers.google.com/earth-engine/datasets/catalog/NOAA_DMSP-OLS_NIGHTTIME_LIGHTS,Stable artificial light measure,0 years prior,1-365,10000,
